,author,statement,source,date,target,BinaryNumTarget
1521,Jill Terreri,"“While serving as Town Supervisor, Nate McMurray voted to raise taxes on homeowners.”",Chris Jacobs,"• October 27,",true,0
1522,Bill McCarthy,"“President Obama would never give them long-term funding, and I did … I saved historically Black colleges and universities.”",Donald Trump,"October 27, 2020",barely-true,1
1523,Miriam Valverde,Says Joe Biden said “Why am I doing this? Why? What is my real aim?”,Donald Trump,"October 27, 2020",false,1
1524,Samantha Putterman,Says photo of Malia Obama's credit card next to white powder was found on Hunter Biden's laptop.,Instagram posts,"October 27, 2020",false,1
1525,Jon Greenberg,“More suicide deaths than coronavirus death past two months.”,Tom Brady,"October 27, 2020",false,1
1526,Tom Kertscher,"""Joe Biden says he supports sex changes for kids.""",American Principles Project,"October 27, 2020",false,1
1527,Eric Litke,U.S. is “really not doing (COVID-19) reporting right” because deaths are being improperly counted and hospitals have an “incentive” to pad stats.,Donald Trump,"October 27, 2020",false,1
1528,Daniel Funke,“CAN I CHANGE MY VOTE? ... The answer in most states is YES.”,Donald Trump,"October 27, 2020",barely-true,1
1529,Daniel Funke,Says Hunter Biden “died of a crack overdose.”,Facebook posts,"October 27, 2020",false,1
1530,Jon Greenberg,“Biden admits to voter fraud.”,Kayleigh McEnany,"October 27, 2020",false,1
1531,Samantha Putterman,"""World renowned experts"" declare that we should “live normally, practice simple hygiene,” stay home when sick and use protective measures only with “the most vulnerable populations.”",Facebook posts,"October 27, 2020",half-true,0
1532,Samantha Putterman,Says photo from Hunter Biden's laptop shows Paul Pelosi Jr. abusing a girl and doing drugs.,Facebook posts,"October 27, 2020",false,1
1533,Tom Kertscher,"Says Troy Nehls “called wearing masks 'un-American' and called those who do 'communists.'""",Sri Preston Kulkarni,"October 27, 2020",false,1
1534,Daniel Funke,"""The daughter of Sen. Coons (D-DE), along with 7 other underaged girls are featured on Hunter's laptop! - Breitbart News""",Facebook posts,"October 26, 2020",false,1
1535,Bill McCarthy,"""We have a mayor in D.C. who formed a commission with recommendations. Her recommendation is: Take down the Washington Monument, close up the Lincoln Monument.""",Donald Trump,"October 26, 2020",barely-true,1
1536,Tom Kertscher,"The coronavirus ""was constructed in the Wuhan Institute of Virology.”",Scott Perry,"October 26, 2020",false,1
1537,Rachel Schilke,"Says she is ranked ""one of the most bipartisan senators in the Senate in the last 25 years.""",Joni Ernst,"October 26, 2020",mostly-true,0
1538,Daniel Funke,A photo shows Barack Obama in front of “cages” built during his administration to hold migrants.,Viral image,"October 26, 2020",half-true,0
1539,Miriam Valverde,A yearbook photo shows Mark Kelly dressed as Adolf Hitler.,Bloggers,"October 25, 2020",false,1
1540,Noah Y.,"""Biden slipped up and came out saying he’s going to tax your 401k. Are any of you EVEN paying attention?""",Facebook posts,"• October 25,",false,1
1541,Ciara O'Rourke,Says Joe Biden had an iPad at his podium during the debate.,Facebook posts,"October 25, 2020",false,1
1542,Amy Sherman,"Says Donald Trump “voted twice” in the Nov. 3, 2020 election",Facebook posts,"October 25, 2020",pants-fire,1
1543,Haley BeMiller,"""Generally the deaths are still pretty flat because we've flattened the curve.”",Ron Johnson,"October 23, 2020",barely-true,1
1544,Bill McCarthy,"As part of the Obama administration's criminal justice reforms, “38,000 prisoners were released from federal prison.”",Joe Biden,"October 23, 2020",barely-true,1
1545,Brandon Mulder,Says Texas has “lower taxes and less regulations than anywhere else in the U.S.”,Roger Williams,"October 23, 2020",false,1
1546,Hayat Norimine,"Says Joe Biden owns four $3 million -$7.5 million homes on a $200,000 salary.",Viral image,"October 23, 2020",barely-true,1
1547,Tom Kertscher,"Says Karen Handel ""slashed the Centers for Disease Control's ability to fight diseases, cutting millions in research funding.""",Lucy McBath,"October 23, 2020",barely-true,1
1548,Stephanie Stapleton,"Says Donald Trump “is pushing to slash Medicare benefits.""",Joe Biden,"October 23, 2020",half-true,0
1549,William Skipworth,"Says ""Gov. Parson’s administration purged 100,000 kids from Medicaid rolls.""",Nicole Galloway,"October 23, 2020",mostly-true,0
1550,Benjamin Brink,"“We're starting to reach almost herd immunity in this nation, so we'll be on the downside of this virus very soon.""",Vicky Hartzler,"October 23, 2020",false,1
1551,Clara Hendrickson,Michigan has been “like a prison” during the coronavirus.,Donald Trump,"October 23, 2020",false,1
1552,Daniel Funke,Says Donald Trump said “good” during the final presidential debate in reference to families being separated at the border.,Facebook posts,"October 23, 2020",false,1
1553,Eric Litke,"Foxconn hasn't hit job targets on its massive Wisconsin factory because ""No. 1, you had a pandemic.""",Donald Trump,"October 23, 2020",false,1
1554,Victoria Knight,"“They have 180 million people, families under what he wants to do, which will basically be socialized medicine — you won’t even have a choice — they want to terminate 180 million plans.”",Donald Trump,"October 23, 2020",pants-fire,1
1555,Samantha Putterman,"“When I closed (travel from China) he said I should not have closed. ...He said this is a terrible thing, you are a xenophobe, I think he called me racist. Now he says I should have closed it earlier.”",Donald Trump,"October 23, 2020",barely-true,1
1556,Louis Jacobson,"""We are rounding the turn (on coronavirus). We are rounding the corner.""",Donald Trump,"October 23, 2020",false,1
1557,Jessica Calefati,Pennsylvania “never opened.”,Donald Trump,"October 22, 2020",false,1
1558,Miriam Valverde,Says Mark Kelly took to space a “Chinese communist banner.”,Martha McSally,"October 22, 2020",false,1
1559,Monique Curet,"Says “Joe & Jill Biden’s income went from $396,456 in 2016, to $16,596,979 in 2017-2019. Anyone else want to know where that money is coming from?”",Facebook posts,"October 22, 2020",half-true,0
1560,Andy Nguyen,"""Ivermectin sterilizes the majority (85%) of the men who take it.""",Facebook posts,"September 9, 2021",false,1
1561,Gabrielle Settles,Says Nancy Pelosi on Aug. 31 blocked members of Congress from reading aloud on the House floor the names of the 13 U.S. service members killed in Afghanistan.,Facebook posts,"September 9, 2021",barely-true,1
1562,Jon Greenberg,“The frequency of hurricanes making landfall in the continental U.S. has declined slightly since 1900...There aren’t more powerful hurricanes either.”,Bjorn Lomborg,"September 9, 2021",half-true,0
1563,Tom Kertscher,“President Putin bans mandatory vaccinations in Russia.”,Instagram posts,"September 9, 2021",false,1
1564,Amy Sherman,The Texas abortion law “provides at least six weeks for a person to be able to get an abortion.”,Greg Abbott,"September 9, 2021",false,1
1565,Ciara O'Rourke,"“Germany halts all Covid-19 vaccines, says they are unsafe and no longer recommended!!”",Bloggers,"September 9, 2021",false,1
1566,Ciara O'Rourke,Photo shows a Chinese restaurant sign that says “F--- DeSantis.”,Instagram posts,"September 9, 2021",pants-fire,1
1567,Ciara O'Rourke,“Military arrests Hunter Biden!”,Bloggers,"September 8, 2021",pants-fire,1
1568,Tom Kertscher,Says a demonstration with an air quality monitor shows that cloth masks are dangerous for children.,Facebook posts,"September 8, 2021",false,1
1569,Louis Jacobson,"Texas “ranks 50th in baby wellness checks, ranks 50th in clinical care for infants, ranks 50th in uninsured women, ranks 43rd in maternal mortality, ranks 44th in school funding per child, and ranks 46th in child hunger.”",Occupy Democrats,"September 7, 2021",half-true,0
1570,Louis Jacobson,“All” Americans in Afghanistan who “have wanted to come out have come out.”,Charles Schumer,"September 7, 2021",false,1
1571,Ciara O'Rourke,Video shows “Pfizer lab in Madrid on fire.”,Viral image,"September 7, 2021",false,1
1572,Madison Czopek,“Bill Gates calls for the withdrawal of all Covid-19 Vaccines; ‘The vaccines are far more dangerous than anyone imagined.’”,Bloggers,"September 7, 2021",pants-fire,1
1573,Andy Nguyen,The US government is trying to create food shortages by telling farmers to destroy their crops.,Viral image,"September 7, 2021",false,1
1574,Amy Sherman,"Women are ""disproportionately impacted by voter ID laws — especially married women who change their names, or those whose IDs do not accurately reflect their gender.""",Joe Biden,"September 7, 2021",mostly-true,0
1575,Warren Fiske,The Virginia Employment Commission is sixth in the nation for getting benefits to eligible people quickly…”,Ralph Northam,"September 7, 2021",mostly-true,0
1576,Brandon Mulder,"“In the last several months, the Biden administration has released over 7,000 illegal aliens who were COVID positive just in one Texas city.” Biden's border policies are ""endangering not just the people of Texas, but people all across the country.""",Ted Cruz,"September 3, 2021",false,1
1577,D.L. Davis,End of eviction moratorium means “millions of Americans” could lose their housing in the middle of a pandemic.,Mark Pocan,"September 3, 2021",true,0
1578,Miriam Valverde,"“The average hospital stay for a case of COVID-19 costs about $17,064. The vaccine is free.”",Pramila Jayapal,"September 2, 2021",mostly-true,0
1579,Jon Greenberg,"“If these (telecom and internet) companies comply with the Democrat order to turn over private information, they are in violation of federal law and subject to losing their ability to operate in the United States.”",Kevin McCarthy,"September 2, 2021",false,1
1580,Gabrielle Settles,"Following Hurricane Ida, animals from Turtle Back Zoo in New Jersey are “fleeing the premises.”",Facebook posts,"September 2, 2021",pants-fire,1
1581,Duncan Slade,"“Near Morgantown, WV, a Moderna shipment truck crashed, hazmat dispatched, airspace shut down and now apparently Emergency Response is claiming the Department of Defense took it over.”",Tweets,"September 2, 2021",half-true,0
1582,Tom Kertscher,“New Israeli study finds fully vaccinated people are at ‘greater risk of hospitalization’ and 13 times more likely to catch COVID-19 than those who have recovered and have natural immunity.”,The Gateway Pundit,"September 1, 2021",half-true,0
1583,Tom Kertscher,U.S. veteran group rescued Afghan allies “behind Biden’s back.”,The Gateway Pundit,"September 1, 2021",false,1
1584,Tom Kertscher,"The U.S. left the Taliban an “arsenal” in Afghanistan, including 358,530 assault rifles and 22,174 Humvees.",Viral image,"September 1, 2021",barely-true,1
1585,Kiannah Sepeda-Miller,"Says the 1995 Chicago heat wave was “the largest single-day, non-war fatality in the United States” prior to 9/11, and “we are now expecting temperatures that hot in Chicago every summer.”",Sean Casten,"September 1, 2021",barely-true,1
1586,Warren Fiske,Glenn Youngkin “called COVID relief ‘unnecessary.’”,Terry McAuliffe,"September 1, 2021",barely-true,1
1587,Bill McCarthy,A video shows the “Taliban hanging someone from a helicopter.”,Tweets,"August 31, 2021",false,1
1588,Tom Kertscher,The COVID-19 vaccines “were released to the public after only two months of testing in healthy humans.”,Facebook posts,"August 31, 2021",barely-true,1
1589,Miriam Valverde,"The Trump administration worked to free 5,000 Taliban prisoners.",Mitt Romney,"August 31, 2021",true,0
1590,Ciara O'Rourke,Photos show the U.S. service members killed in a 2021 suicide bombing in Kabul.,Viral image,"August 31, 2021",false,1
1591,Bill McCarthy,The mRNA COVID-19 vaccines are “really gene therapy.”,Joe Rogan,"August 31, 2021",false,1
1592,D.L. Davis,"In Afghanistan, “over 100 billion dollars spent on military contracts.”",Mandela Barnes,"August 31, 2021",true,0
1593,Samantha Putterman,“Friendly reminder: Cigarettes are FDA approved.”,Facebook posts,"August 30, 2021",false,1
1594,Madison Czopek,"Walmart is “kidnapping kids” and selling them, and this can be proven by searching “girls shoes $5,000” on Walmart.com.",Facebook posts,"August 30, 2021",pants-fire,1
1595,Gabrielle Settles,“The Biden White House had no representative” who came to honor the return of the 13 service members’ remains at Dover Air Force Base.,Instagram posts,"August 30, 2021",pants-fire,1
1596,Tom Kertscher,"The contagiousness of the coronavirus delta variant is “valued between 5 and 9½,” and if the value is closer to 10, “within six weeks, the whole country will test positive for delta, regardless of vaccination.”",TikTok posts,"August 30, 2021",barely-true,1
1597,Ciara O'Rourke,Says President Joe Biden fell asleep during a meeting with Israel’s prime minister.,Viral image,"August 30, 2021",false,1
1598,Gabrielle Settles,Thalidomide was FDA-approved for pregnant women in the 1960s.,Facebook posts,"August 30, 2021",false,1
1599,Chris Nichols,"“California voters to be able to download ballots at home for recall election, sparking security concerns.”",Larry Elder,"August 27, 2021",barely-true,1
1600,Bill McCarthy,"""Norfolk naval base has been taken by NATO.""",TikTok posts,"August 27, 2021",false,1
1601,Andy Nguyen,"White House, CDC, WHO and vaccine makers don’t require the COVID-19 vaccine for their workers.",Facebook posts,"August 27, 2021",barely-true,1
1602,Ciara O'Rourke,Video shows “pupils in Nigeria running away from being vaccinated.”,Facebook posts,"August 27, 2021",false,1
1603,Tom Kertscher,Says a U.S. Air Force-insignia plane evacuating people from Afghanistan is fake.,Facebook posts,"August 27, 2021",false,1
1604,Emily Tian,“It would cost $20 billion to end homelessness in the U.S.” and “halting global warming would cost $300 billion.”,Facebook posts,"August 27, 2021",barely-true,1
1605,Ciara O'Rourke,“No one has died of cancer or heart disease since the COVID-19 thing started.”,Viral image,"August 27, 2021",pants-fire,1
1606,Jason Asenso,"“FDA approval means nothing when you realize the FDA also approves pesticides in our food!""",Facebook posts,"August 27, 2021",barely-true,1
1607,Brandon Mulder,"""Democrats like to blame Republicans on (low vaccination rates). Well, the biggest group in most states are African Americans who have not been vaccinated. The last time I checked, over 90% of them vote for Democrats.""",Dan Patrick,"August 26, 2021",false,1
1608,Miriam Valverde,There has been “no question of our credibility from our allies around the world” regarding how the U.S. is withdrawing from Afghanistan.,Joe Biden,"August 26, 2021",half-true,0
1609,Emily Tian,“Washington public school forces unvaccinated teens to wear ankle monitors” as a condition of playing team sports.,Facebook posts,"August 25, 2021",half-true,0
1610,Samantha Putterman,75 doctors in South Florida walked out in protest as their hospital was flooded with unvaccinated COVID-19 patients,Instagram posts,"August 25, 2021",false,1
1611,Gabrielle Settles,"“It is the vaccinated, NOT the unvaccinated, spreading mutant variants.”",Facebook posts,"August 25, 2021",false,1
1612,Warren Fiske,On ending Virginia's income tax.,Glenn Youngkin,"August 25, 2021",half-flip,1
1613,Tom Kertscher,“80% of women who have been jabbed have lost their children in the first trimester.”,Facebook posts,"August 24, 2021",false,1
1614,Ciara O'Rourke,“Pfizer CEO has not yet had vaccine.”,Instagram posts,"August 24, 2021",false,1
1615,Ciara O'Rourke,"Says Donald Trump said, “Do not be distracted by all this going on in Afghanistan. Always keep one eye on Washington D.C. A magician always distracts his audience.”",Viral image,"August 24, 2021",false,1
1616,Louis Jacobson,Former President Donald Trump “was blocked from getting troops out of (Afghanistan) by Liz Cheney and others.”,Warren Davidson,"August 24, 2021",barely-true,1
1617,Bill McCarthy,The bomb threat near the U.S. Capitol on Aug. 19 was a false flag.,Tweets,"August 24, 2021",pants-fire,1
1618,Amy Sherman,Al-Qaida is “gone” from Afghanistan.,Joe Biden,"August 23, 2021",false,1
1619,Jason Asenso,"""Twitter has suspended the account of Afghanistan’s elected President… and have allowed the Taliban to keep their accounts.""",Instagram posts,"August 23, 2021",half-true,0
1620,Tom Kertscher,Says “31 U.S. troops” were “killed in Afghanistan yesterday.”,Facebook posts,"August 23, 2021",barely-true,1
1621,Louis Jacobson,"The U.S. is “now importing 800,000 barrels of oil from Russia,” but that could have been prevented if the Keystone XL pipeline hadn’t been cancelled.",Facebook posts,"August 23, 2021",half-true,0
1622,Madeline Heim,“A Milwaukee election employee even acknowledged dropping off just the margin of ballots needed for a Biden win at 3 a.m.”,Donald Trump,"August 23, 2021",pants-fire,1
1623,Gabrielle Settles,Says a report of unvaccinated Florida teachers dying from COVID-19 isn’t real.,Instagram posts,"August 20, 2021",false,1
1624,Paul Specht,"“North Carolina during this pandemic had among the lowest COVID-related deaths, as well as job losses per capita.”",Roy Cooper,"August 20, 2021",mostly-true,0
1625,Miriam Valverde,"COVID-19 vaccinations are “a violation of the Nuremberg code.""",Facebook posts,"August 20, 2021",false,1
1626,Gabrielle Settles,“The CDC actually put together a document to discuss putting high risk people into camps to ‘shield’ low risk people from them.”,Candace Owens,"August 20, 2021",false,1
1627,Amy Sherman,A photo shows two COVID-19 patients lying on the floor awaiting treatment in Florida.,Viral image,"August 20, 2021",true,0
1628,Tom Kertscher,“Joe Biden is on a two-week vacation. Kamala Harris has been nonexistent since Inauguration Day. Jen Psaki is taking a break from her duties as press secretary for one week.”,Instagram posts,"August 20, 2021",barely-true,1
1629,Tom Kertscher,The Biden administration “gifted the Taliban with $80 billion-plus” in military-grade weapons but now “wants your 9mm pistols.”,Viral image,"August 20, 2021",false,1
1630,Tom Kertscher,Joe Biden and Kamala Harris “continuously questioned the vaccine during the campaign” but now “they support vaccine cards and forced vaccinations.”,Instagram posts,"August 20, 2021",barely-true,1
1631,Amy Sherman,On whether withdrawal from Afghanistan would be chaotic,Joe Biden,"August 20, 2021",full-flop,1
1632,D.L. Davis,"""We’ve got 115,000 miles of roads in this state and 90% is owned by the locals.”",Craig Thompson,"August 20, 2021",true,0
1633,Ciara O'Rourke,"Says Al Jazeera tweeted, “#BreakingNews Taliban started abducting minor girls from their home. The parents who are refusing to give their daughters to Taliban are being killed by Taliban fighters.”",Viral image,"August 19, 2021",false,1
1634,Jon Greenberg,"“We had already issued several thousand Special Immigrant Visas .. to the (Afghan) translators, when I came into office.”",Joe Biden,"August 19, 2021",half-true,0
1635,Jason Asenso,229 Christian missionaries were sentenced to death in Afghanistan.,Facebook posts,"August 19, 2021",false,1
1636,Tom Kertscher,“The second-largest investor in Regeneron” is a firm whose CEO is Ron DeSantis’ “number one political donor.”,Democratic Underground,"August 19, 2021",barely-true,1
1637,Andy Nguyen,"""100 Sailors at sea. All vaxxed. All with COVID (seven) weeks following deployment.""",Facebook posts,"August 19, 2021",mostly-true,0
1638,Bill McCarthy,Joe Biden intentionally “let it fall apart” in Afghanistan because he “wants a couple hundred thousand more Ilhan Omars to come into America to change the body politic permanently.”,Charlie Kirk,"August 19, 2021",pants-fire,1
1639,Ciara O'Rourke,Video shows Afghan riding on plane engine.,Viral image,"August 19, 2021",false,1
1640,Ciara O'Rourke,The chaos at the Kabul airport as the Taliban took over Afghanistan’s capital was a “false flag event to provoke WW3.”,Instagram posts,"August 19, 2021",pants-fire,1
1641,Tom Kertscher,“Fauci doesn’t trust new vaccine research as delta variant surges.”,Fox News Channel,"August 18, 2021",false,1
1642,Jason Asenso,Image shows Harvard email terminating a student over social media accounts.,Viral image,"August 18, 2021",pants-fire,1
1643,Ciara O'Rourke,“CA inmate pregnant after being forced to share prison with transgender ‘woman.’”,Viral image,"August 18, 2021",false,1
1644,Ciara O'Rourke,Says Malala Yousafzai “is silent about the cries of women and children suffering at the hands of the Taliban.”,Viral image,"August 18, 2021",false,1
1645,Ciara O'Rourke,“Biden’s teleprompter told him to ‘LEAVE NOW’ when his speech was concluded.”,Viral image,"August 18, 2021",false,1
1646,Clara Hendrickson,“I don’t need” the COVID-19 vaccine. “I have natural immunity” that lasts “forever.”,Mike Shirkey,"August 18, 2021",false,1
1647,Ciara O'Rourke,Says Military Times reported that a study found “60% of sailors who had been fully vaccinated with 2-shot series vaccines are now at risk for heart disease.”,Viral image,"August 18, 2021",false,1
1648,Louis Jacobson,"The man next to Mike Pompeo in a November 2020 photo “is the guy the Trump administration helped get out of jail in 2018 and who is now the 'president' of Afghanistan.""",Instagram posts,"August 18, 2021",mostly-true,0
1649,Warren Fiske,"“We watched Terry McAuliffe, when he was governor, lower the (accreditation) standards in our schools...”",Glenn Youngkin,"August 18, 2021",mostly-true,0
1650,Jason Asenso,"Solar panel farms cause “hundreds and thousands” of birds to “hit that magnified sun, explode in flame ... (This) is going to bring the nation down.”",Louie Gohmert,"August 17, 2021",half-true,0
1651,Tom Kertscher,"Donald Trump in 2020 ""said he trusted the Taliban and then set in motion an even earlier exit"" from Afghanistan.",Occupy Democrats,"August 17, 2021",half-true,0
1652,Tom Kertscher,“Mayo Clinic study shows Pfizer vaccine dropped to 42% effective.”,Instagram posts,"August 17, 2021",half-true,0
1653,Ciara O'Rourke,Says CNN said “Taliban fighters responsibly wearing masks.”,Viral image,"August 17, 2021",false,1
1654,Ciara O'Rourke,Says CNN and other news organizations tweeted that a journalist was executed in Kabul by Taliban fighters.,Viral image,"August 17, 2021",false,1
1655,Andy Nguyen,A six-month study from Pfizer shows that its vaccine “reduces severe COVID symptoms/hospitalizations by .1%.”,Instagram posts,"August 17, 2021",barely-true,1
1656,Ciara O'Rourke,Says “Nancy Pelosi has been executed.”,Viral image,"August 16, 2021",pants-fire,1
1657,Ciara O'Rourke,"Photo shows CNN chyron about Afghanistan that says, “Violent but mostly peaceful transfer of power.”",Viral image,"August 16, 2021",false,1
1658,Warren Fiske,The General Assembly gave Gov. Ralph Northam “a $1 billion blank check.”,David Suetterlein,"August 16, 2021",barely-true,1
1659,Laura Schulte,"Says of UW-Madison, ""It cost the university $50k (your tax dollars) to remove"" a rock considered by some a symbol of racism.",Rachel Campos-Duffy,"August 14, 2021",pants-fire,1
1660,Ciara O'Rourke,“Rand Paul’s medical license was just revoked!”,Facebook posts,"August 13, 2021",pants-fire,1
1661,Cassidey Kavathas,"Every time outgoing New York Gov. Andrew Cuomo “says the firearm industry ‘is immune from lawsuits,’ it's false.”",Elise Stefanik,"August 13, 2021",mostly-true,0
1662,Paul Specht,"The United States' southern border is ""basically open"" and is ""a super spreader event.”",Gary Sides,"August 13, 2021",false,1
1663,Gabrielle Settles,There is a “0.05% chance of dying from COVID.”,TikTok posts,"August 13, 2021",false,1
1664,Brandon Mulder,The Biden administration is “not even testing these people” being released by Border Patrol into the U.S.,Ken Paxton,"August 13, 2021",barely-true,1
1665,Madeline Heim,"“324,000 pregnant people experience domestic violence during their pregnancy.”",Gwen Moore,"August 13, 2021",true,0
1666,Jason Asenso,Says actor Mike Mitchell died because of a COVID-19 booster shot.,Instagram posts,"August 12, 2021",false,1
1667,Tom Kertscher,"The federal infrastructure bill includes “a pilot program for a national motor vehicle per-mile user fee, which is basically a long-term plan to make it too expensive to drive a car.""",Viral image,"August 12, 2021",barely-true,1
1668,Gabrielle Settles,Flights across America are backed up because airline crews are “refusing the mandated jab” and walking off boarded flights.,Facebook posts,"August 12, 2021",false,1
1669,Ciara O'Rourke,"Says Gen. David H. Berger said, “No mandatory vaccinations for my Marines.”",Facebook posts,"August 12, 2021",pants-fire,1
1670,Amy Sherman,"The White House plans to call for lockdowns due to the delta variant and is “aiming for late 2nd week of August, per WH official.”",Jack Posobiec,"August 12, 2021",false,1
1671,Madison Czopek,“It’s not unusual for hospitals to sit at max or near max capacity on any given day.”,Erin Marie Olszewski,"August 11, 2021",half-true,0
1672,Ciara O'Rourke,"Photo shows Ron DeSantis holding a shirt that says, “Your mask is as useless as Joe Biden.”",Viral image,"August 11, 2021",false,1
1673,Ciara O'Rourke,Says Kathy Hochul is Nancy Pelosi’s stepsister.,Facebook posts,"August 11, 2021",false,1
1674,Tom Kertscher,Says the surge in COVID-19 cases is caused by “antibody mediated viral enhancement” from the COVID-19 vaccines.,Dan Stock,"August 11, 2021",pants-fire,1
1675,Victoria Knight,The Centers for Disease Control and Prevention’s recent guidance on students and masking “lacks a well-grounded scientific justification.”,Ron DeSantis,"August 10, 2021",false,1
1676,Ciara O'Rourke,CNN had “Jeffrey Toobin on analyzing the Andrew Cuomo sexual harassment allegations as their legal expert.”,Viral image,"August 10, 2021",false,1
1677,D.L. Davis,“We are not having replacement birth rates. We have had more people leaving the state than coming in over the last 30 years.”,Kurt Bauer,"August 10, 2021",half-true,0
1678,Ciara O'Rourke,A slain Chicago police officer left behind a two-month-old baby.,Facebook posts,"August 10, 2021",false,1
1679,Tom Kertscher,Suggests a suspicious link between the COVID-19 delta variant and company named Delta that works in 5G.,Viral image,"August 10, 2021",false,1
1680,Tom Kertscher,Ivermectin is an effective treatment for COVID-19.,Viral image,"August 10, 2021",barely-true,1
1681,Warren Fiske,“We actually have this critical race theory moved into all our schools in Virginia.”,Glenn Youngkin,"August 10, 2021",false,1
1682,Ciara O'Rourke,“Pfizer CEO’s Israel visit canceled because he is not fully vaccinated.”,Viral image,"August 9, 2021",barely-true,1
1683,Tom Kertscher,"""I will need to show proof to do anything indoors in” New York City, “but not when I vote?""",Viral image,"August 9, 2021",half-true,0
1684,Tom Kertscher,"“The Vaccine Adverse Event Recording System shows that 5,946 people have died because of the” COVID-19 vaccine.",TikTok posts,"August 9, 2021",false,1
1685,Tom Kertscher,"Unvaccinated people “are making the vaccinated people sick and die, but the unvaccinated people are not dead or sick.”",Viral image,"August 9, 2021",false,1
1686,Tom Kertscher,"Says there are fewer than 2,000 confirmed COVID-19 hospitalizations in the U.S.",Viral image,"August 9, 2021",false,1
1687,Monique Curet,“Pfizer vaccine now completely worthless in Israel as >80% of all COVID-19 patients were previously vaccinated.”,Facebook posts,"August 9, 2021",false,1
1688,Ciara O'Rourke,“Due to the new ‘delta variant’ California will be mailing in ballots for recall election.”,Viral image,"August 6, 2021",false,1
1689,Jason Asenso,The survival rate for COVID-19 is over 99% for most age groups.,Instagram posts,"August 6, 2021",false,1
1690,Tom Kertscher,"Sweden had few COVID deaths in July, despite low vaccination rates, relaxed lockdown rules and low mask compliance.",Steve Deace,"August 6, 2021",half-true,0
1691,Ciara O'Rourke,The “delta” in “delta variant” means “deep sleep.”,Viral image,"August 6, 2021",false,1
1692,Sabine Martin,"“By 2040, 70% of the population is expected to live in just 15 states.”",J.D. Scholten,"August 6, 2021",mostly-true,0
1693,Louis Jacobson,Says Joe Biden has driven the current coronavirus surge because he “imported more virus from around the world by having a wide open southern border.”,Ron DeSantis,"August 6, 2021",false,1
1694,Ciara O'Rourke,Photo shows Laurel Hubbard “winning the women's weight lifting competition” at the Olympics.,Viral image,"August 6, 2021",false,1
1695,Paul Specht,“More people have died of an opioid overdose in North Carolina in recent years than have died of COVID.”,Josh Stein,"August 6, 2021",barely-true,1
1696,Brandon Mulder,A quorum-breaking Texas Democrat said in 2007 that mail-in ballot fraud “is the greatest source of voter fraud in this state.”,Chip Roy,"August 6, 2021",true,0
1697,Laura Schulte,"Says spending by Democrats is driving major jumps in car rentals, gas prices and hotel prices this summer",Tom Tiffany,"August 6, 2021",barely-true,1
1698,Bill McCarthy,"""If your employer is mandating any pokes, do not quit. Make them fire you. That way you get unemployment benefits.""",Facebook posts,"August 5, 2021",false,1
1699,Kelsey Sena,"Quotes Abraham Lincoln as saying, “You cannot help the poor by destroying the rich.”",Facebook posts,"• August 5,",false,1
1700,Amy Sherman,"Two federal government buses “stopped in front of a Mexican restaurant in the very small town of Green Cove Springs Florida… The passengers were illegal immigrants, straight from the southern border.”",Facebook posts,"August 5, 2021",false,1
1701,Warren Fiske,“Wearing masks has not been demonstrated to make a significant impact in preventing the spread of COVID.”,Bob Good,"August 5, 2021",false,1
1702,Kiannah Sepeda-Miller,House Speaker Nancy Pelosi’s “office was calling the shots on all of their (Capitol security officials’) actions on Jan. 6.”,Rodney Davis,"August 5, 2021",barely-true,1
1703,Monique Curet,"“CDC confesses: Vaccines are failing, and the vaxxed can be superspreaders.”",Instagram posts,"August 4, 2021",false,1
1704,Tom Kertscher,It’s safer to be unvaccinated than vaccinated against COVID-19.,Viral image,"August 4, 2021",false,1
1705,Michael Majchrowicz,Ivermectin caused a substantial decrease in the excess mortality rate in Mexico.,Facebook posts,"August 4, 2021",false,1
1706,Jon Greenberg,Says Joe Biden and Democrats “have done absolutely nothing to help families struggling to keep up with inflation.”,Rick Scott,"August 4, 2021",false,1
1707,Andy Nguyen,“Fauci just told us they found a (coronavirus) variant that ‘evades the test.’”,Facebook posts,"August 4, 2021",false,1
1708,Madeline Heim,Says Gov. Tony Evers has declared Wisconsin “permanently closed” for business.,Rebecca Kleefisch,"August 4, 2021",false,1
1709,Tom Kertscher,"“The best way to avoid COVID altogether is to exercise, eat healthy and let your immune system beat it naturally.”",Facebook posts,"August 3, 2021",barely-true,1
1710,Amy Sherman,Florida Agriculture Commissioner Nikki Fried “suspended gun rights — no due process — just because she says these people were merely ‘involved’ in January 6.”,Facebook posts,"August 3, 2021",barely-true,1
1711,Louis Jacobson,"""The CDC has the power to extend the eviction moratorium.”",Nancy Pelosi,"August 3, 2021",barely-true,1
1712,Paul Specht,"Says he worked to pass the 2018 farm bill “that helped farmers, invest(ed) in rural broadband, and added work requirements for able-bodied adults, Budd voted NO.”",Mark Walker,"August 3, 2021",half-true,0
1713,Warren Fiske,“Under Terry McAuliffe (there was a) record investment in education.”,Terry McAuliffe,"August 2, 2021",barely-true,1
1714,Monique Curet,"“Thanks to (Israel's) sacrifice, we now know that natural immunity is far superior with 1% experiencing re-infection while 40% of new cases were previously vx'd.""",Facebook posts,"August 2, 2021",barely-true,1
